Ticker,Current Ratio,Current ROA (TTM),Current ROI (TTM),Current ROE (TTM),Price/Cash Flow,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Annual Sales,Long Term Debt ,Book Value,Net Margin,5 Yr Hist. Div. Growth %,Dividend ,Cash Flow ,Net Income ,EBITDA ,5 Yr. Hist. EPS Growth,Beta,52 Week High,Last Close,Shares Outstanding ,12 Mo Trailing EPS,% Rating Hold,% Rating Strong Sell or Sell,% Rating Strong Buy or Buy,Market Cap 
SOPW,2.6,-0.32,-0.49,-0.61,,,,38.53,103.07,0.00999,0.19,0,,0,-8.34001,-0.461,-8.03,,0.83,0.65,0.48,184.41,-0.02,0,0,100,88.52
SOQ,0.38,-18.88,-28.91,-28.91,,,,-6.98,34.99,0,2.06,-1.17,,0,-61.785,-41.05,-27,,1.8,3.3,2.1,62.3,-0.71,,,,130.83
SORL,3.31,7.88,10.29,10.51,2.59,0.32,3.72,18.64,216.79,10.46,9.02,0.08,,0,23.892,18.29999,28.18,15.14,1.68,6.02,3.2,19.31,0.86,66.67,0,33.33,61.78
SOSO,,,,,,,,,,,,,,0,,,,,1.83,0.01,0.0031,38.92,,,,,0.12
SOTK,3.76,12.02,15.03,21.61,15.18,,13.57,15.19,9.91,2.02999,0.36,,,0,0.90399,0.58999,0.91799,,0.92,1.45,0.95,14.44,0.07,,,,13.72
SOYO,,,,,,,,,,,,,,0,,,,,0.37,0,0.0015,61.72,,,,,0.09
SPA,2.22,6.78,11.28,11.52,12.57,,11.67,-2.48,203.35,1.66999,7.53,0.04,,0,8.17599,7.46,-1.63,,1.31,10.6,10.04,10.06,0.86,0,0,100,100.95
SPAN,2.86,13.47,16.75,16.92,10.25,,11.46,-2.48,52.58,0,9.46,0.07,7.5412,0.41999,4.499,3.69,6.28999,-2.65,0.76,17.1,16.5,2.92,1.44,,,,48.16
SPAR,2.96,1.04,1.37,1.41,12.35,1.65,57.88,-10.24,426.01,5.07999,5.44,0,-4.54991,0.1,12.59099,0.76999,11.60999,-38.86,1.89,6.79,4.63,33.62,0.08,50,0,50,155.64
SPB,1.91,2.82,3.9,10.49,6.47,1.37,16.5,,3186.9,1535.52001,18.94,-0.02,,0,273.79998,-74.62001,406.51998,,0.18,35.97,33.83,51.77,2.05,33.33,0,66.67,1751.31
SPBC,,0.41,2.23,3.27,,,18.75,,14.69,15.97999,19.07,0.07,,0,,1.067,,,0.04,12.31,12,1.72,0.64,,,,20.6
SPBU,0.02,-1559.77,,,,,,,0.96,0,-0.05,,,0,-8.797,-11.12,-6.75,,-0.66,0.16,0.054,293.67,,,,,15.86
SPCHA,1.19,-0.5,-2.98,-2.98,2.05,,,-2.73,362.48,0,1.77,,,0,7.335,-3.01,9.69999,,2.65,2.13,1.21,12.41,-0.07,0,0,100,15.02
SPCHB,1.19,-0.5,-2.98,-2.98,0.43,,,-2.73,362.48,0,12.38,,,0,7.335,-3.01,9.69999,,1.52,2.5,1.76,1.78,-0.07,0,0,100,3.13
SPCO,,,,,,,5.81,,19.57,,,,0,0.07999,,1.71899,,,0.34,2.5,2.5,4.05,0.43,,,,10.12
SPDE,,,,,,,,,0.42,0.54,,,,0,-4.007,-3.44001,-3.33,,0.77,0.45,0.0165,4.16,,,,,0.07
SPEX,6.2,-67.93,-79.01,-79.01,,,,-32.06,0.82,0,1.52,-4.21,,0,-3.941,-3.46001,-3.37,,0.22,4.04,0.97,4.16,-1.54,100,0,0,4.04
SPF,8.13,0.15,0.17,0.53,52.53,1.99,,-29.4,882.99,1321.41003,3.14,-0.02,,0,16.284,-16.41,23.18,,2.28,4.79,4.31,199.36,0,28.57,14.29,57.14,859.24
SPFM,,,,,,,,,,,,,,0,,,,,-1.53,0.2,0.001,,,,,,0
SPG,1.77,4.37,4.73,20.05,17.86,3.09,20.84,3.94,4306.43,18446.43945,18.72,0.24,-1.78041,3.29999,2358.33007,1024.79003,3047.56005,1.4,1.49,146.94,143.36,297.75,6.88,31.58,5.26,63.16,42685.3
SPGZ,1.29,1.18,4.52,4.73,10.93,,13.33,,7202.17,6.67999,3.2,0,,0,5.94199,4.86,13.90999,,0.55,3.1,2,32.64,0.15,,,,65.28
SPH,1.94,9.94,13.04,24.49,9.98,18.38,16,-7.44,1190.55,348.16,10.01,0.1,3.7874,3.4075,153.783,114.95999,178.86,-3.83,0.4,57.4,43.35,35.5,2.71,66.67,16.67,16.67,1538.97
SPIL,2.13,5.85,7.38,8.24,7.63,0.89,22.46,2.26,2024.36,314.85,3.11,0.08,-17.07501,0.20297,478.51901,159.89999,516.51,-23,1.2,6.86,5.84,619.4,0.26,66.67,33.33,0,3617.3
SPIR,1.48,-8.91,-35.02,-35.14,,,,22.64,61.56,0.01999,1.04,-0.02,,0,-1.025,-1.48001,-1.77,,1.29,4.36,1.06,8.56,-0.34,,,,9.08
SPLS,1.54,7.07,10.84,13.48,7.56,1.05,11.32,6.99,25022.19,1599.03002,10.04,0.04,7.28009,0.4,1445.906,984.65002,2114.93994,-1.57,0.89,21.33,15.625,694.1,1.38,26.67,6.67,66.67,10845.34
SPLT,,,,,,,,,,,,,,0,,,,,2.96,0.01,0.001,5.98,,,,,0.01
SPMD,1.84,4.61,6.52,,0.11,,0.31,,1642,1741,-50.88,-0.47,,0,297,-771,,,1.42,6.25,2.03,15.47,6.58,,,,31.4
SPMI,0.44,-18.02,-22.31,,,,,,8.32,0.05099,-0.09,-0.19,,0,-1.37001,-1.57001,-1.36001,,1.42,0.01,0.005,34.39,-0.04,,,,0.17
SPMYY,,,,,18.93,,,,482.2,0,,,33.02099,0.09226,92.59999,79.09999,125.69999,,0.99,10.39,10.39,168.49,,0,0,100,1750.66
SPN,2.24,4.89,6.93,12.09,4.4,,11.96,4.66,2070.17,1685.07995,18.2,0.07,,0,451.63299,142.55,578.03002,-19.28,1.6,41.89,24.88,157.59,2.08,12.5,0,87.5,3920.89
SPNC,2.48,2.69,3.46,3.46,27.27,3.81,113.67,12.75,127.29,0,2.36,0.01,,0,12.635,0.88999,11.31,,1.61,10.74,10.23,34.03,0.09,0,0,100,348.17
SPNGQ,,,,,,,,,,,,,,0,,,,,-6.77,0.01,0.0001,722.87,,,,,0.07
SPNS,1.24,8.04,11.18,11.52,4.38,,10.93,7.99,69.93,0,5,0.09,,0,16.51799,5.94999,13.48999,62.92,1.21,4.33,3.28,22.05,0.3,,,,72.31
SPOR,,,,,,,,,12.41,,,,,0,,-1.354,,,1.17,1.05,0.8,2.28,,,,,1.83
SPOW,,,,,,,,,,,,,,0,,,,,-0.87,0.08,0.0599,21.16,,0,0,100,1.27
SPP,1.47,1.11,1.89,4.25,3.08,,23.87,7.65,7286,2289,2.91,-0.03,-21.34701,0,604.93499,-232,614,-37.29,1.88,5.4,3.58,520.9,0.15,50,50,0,1864.82
SPPI,2.88,21.6,36.31,36.34,14.7,,11.16,94.81,192.96,0.00899,3.27,0.25,,0,38.379,48.50999,45.56999,,1.51,15.87,9.825,59.27,0.88,0,0,100,582.34
SPPR,1.04,-0.12,-0.13,-0.65,2.89,0.58,6.01,-5.36,75.83,165.83999,1.61,-0.23,,0,8.126,-17.47,7.59999,-33.95,1.64,1.63,1.021,23.07,0.17,100,0,0,23.55
SPR,3.45,4.23,6.84,11.05,9.66,1.05,16.07,5.1,4863.8,1152,13.76,0.04,,0,351.50399,192.39999,497.5,-4.39,1.37,25.66,23.78,142.87,1.48,26.32,0,73.68,3397.35
SPRD,1.34,21.65,51.1,54.9,5.26,0.52,6.44,66.21,674.26,50.77999,5.74,0.2,,0.085,82.13999,134.02,87.02999,79.32,1.74,29.29,16.74,48.51,2.6,14.29,14.29,71.43,812.01
SPRL,,,,,,,,,,,,,,0,,,,,0.98,0,0.0003,383.45,,,,,0.12
SPRO,1.49,0.86,1.3,1.3,6.97,,94.38,4.48,16.99,0,2.46,0.01,,0.05,1.324,0.15,1.36,-53.33,0.33,2.37,1.8875,4.8,0.02,,,,9.05
SPRS,2.9,31.29,48.14,48.14,2.47,,,,23.2,0,0.81,0.12,,0,2.93,2.84999,1.55999,,0.39,0.89,0.8,8.92,,,,,7.14
SPRT,5.24,-18.27,-20.94,-20.94,,,,-2.7,53.84,0,1.47,-0.35,,0,-14.30901,-18.64,-15.25,,1.45,5.78,2.86,48.47,-0.33,0,0,100,138.62
SPSC,4.21,2.36,3.18,3.18,68.16,8.14,196.83,,57.97,0,4.93,0.24,,0,4.184,13.69999,3.72,,0.37,27.91,23.62,12.16,0.12,12.5,0,87.5,287.34
SPTN,1.14,3.92,6.41,9.67,5.94,,13.44,0.74,2533.06,170.71,14.3,,5.17969,0.25999,68.16,32.29999,103.31999,-0.82,0.39,20.92,17.88,22.87,1.33,40,0,60,408.97
SPU,5.01,8.46,9.9,9.9,1.52,,2.98,,84.02,0,5.32,0.16,,0,25.67399,13.20499,34.68,,0.54,4.03,1.52,25.69,0.51,,,,39.05
SPW,1.49,3.45,6.27,9.93,10.24,1.13,16.98,0.6,5461.9,1925.59997,43.85,0.03,0,1,371.419,180.6,465.79998,-5.26,1.53,86.45,74.54,51.43,4.39,12.5,0,87.5,3833.82
SPWR,1.97,-1.76,-2.93,-4.31,1.58,,,43.34,2312.49,778.26,10.96,-0.26,,0,373.152,-603.84998,-74.37001,8.47,2.12,22.74,5.9,117.36,-0.58,57.89,36.84,5.26,692.44
SPZR,2,,,,,,,,,0,0,,,0,-0.03,-0.03,-0.03,,0.83,0.09,0.0202,12.14,,,,,0.25
SQI,1.67,3.29,6.28,6.28,75.85,5.86,98.47,,53.44,0,2.74,0.05,,0,4.307,2.82999,3.94199,,0.01,17.9,14.77,22.15,0.15,12.5,0,87.5,327.14
SQNM,3.57,-48.79,-59.3,-63.16,,,,7.99,55.91,13.27,0.92,-1.33,,0,-67.02701,-74.15001,-66.57,,0.19,8.54,3.715,114.54,-0.75,25,8.33,66.67,425.51
SQNS,5.34,-0.46,-0.61,-0.61,15.48,,,,93.71,0,2.44,0,,0,5.471,-0.42,6.23,,0.22,19.17,2.45,34.67,0,100,0,0,84.93
SR,2.07,0.11,0.63,2.91,1,,101,-7.3,648.11,60.13999,-3.41,-0.14,-35.635,0.2,29.48999,-87.69001,28.25,-10.66,1.29,3.52,1.01,29.94,0.01,100,0,0,30.24
SRCE,0.88,1.1,7.61,9.46,7.47,,11.92,-3.53,268.39,126.83999,21.64,0.18,3.48219,0.63999,75.745,48.18999,109.69,0.4,0.59,26.49,23.36,25.28,1.96,,,,590.47
SRCI,,,,,,,,,,,,,,0,,,,,0,0.49,0.18,36.15,,,,,6.51
SRCL,1.19,8.32,10.41,20.41,23.07,1.51,30.13,15.6,1676.05,1284.10998,14.42,0.14,,0,315.66198,234.75,489.02999,19.43,0.29,94.29,85.57,84.76,2.84,33.33,0,66.67,7253.08
SRDX,12.57,4.07,4.48,4.48,13.9,2.72,38.55,-5.35,67.78,0,8.15,-0.19,,0,18.471,-12.77001,-3.61,-32.75,1.07,16.06,14.65,17.54,0.38,50,0,50,256.9
SRE,0.56,3.39,5.52,11.03,7.28,2.16,14.02,-5.99,10036,10078,42.7,0.14,11.77499,1.91999,2066,1365,3164,-1.45,0.55,62.68,62.68,240.76,4.47,50,0,50,15090.78
SREV,4.4,-0.21,-0.25,-0.25,248.72,,,,205.5,0.94999,2.77,0.07,,0,4.368,15.10999,5.71,,0.12,22.29,15.3,74.08,-0.04,8.33,8.33,83.33,1133.45
SRGG,0.41,-17.72,-19.11,-19.11,,,,,,0,0.07,,,0,-0.52701,-0.53,-0.52301,,2.13,0.13,0.02,36.06,-0.01,,,,0.72
SRI,1.51,3.96,6.59,16.26,5.39,,12.28,-2.5,765.37,183.71,7.06,0.06,,0,44.27299,49.34999,113.76999,-5.28,2.54,15.33,9.33,28.13,0.76,33.33,0,66.67,262.42
SRLS,7.54,5.51,6.42,6.42,24.29,,30.69,0.06,43.48,0,2,0.06,,0,3.18099,2.66,3.97,,1.58,4.15,3.99,20.19,0.13,50,0,50,80.55
SRMC,,15.95,20.36,20.36,,,14,,14.39,,,,,0,,0.67,,,0.93,2.35,1.4,9.9,0.1,0,0,100,13.86
SRNN,0.43,-0.16,-0.62,-1.01,32.54,,,-12.17,3.7,3.06999,19.84,-0.02,,0,0.155,-0.09201,0.18999,,0.16,9.49,6.25,0.81,-0.21,,,,5.04
SRRY,,,,,0.13,,0.2,,13.04,0.01999,,,,0,2.09599,1.89999,2.16,,-0.03,0.2,0.012,22.97,0.06,,,,0.28
SRSK,,,,,,,,,,,,,,0,,,,,0.05,0.78,0.15,2.03,,,,,0.3
SRSL,12.35,1.92,2.03,2.03,44.61,1.08,97.29,15.75,32.87,0,3.71,0.03,,0,2.22799,1.11,2.23,-17.28,0.79,9.95,6.81,14.32,0.07,50,0,50,97.55
SRT,2.4,-15.7,-21.15,-21.15,,,,0.32,219.49,0,4.87,-0.12,,0,-5.21601,-26.46,-10.83,,1.82,5.51,1.97,15.27,-1.19,100,0,0,30.08
SRTI,3.03,-38.18,-49.09,-49.09,,,,-24.95,29.06,,0.41,-0.48,,0,,-13.92001,,,0.45,0.7,0.145,51.35,-0.27,,,,7.45
SRYB,1.14,0.93,5.35,8.13,12.66,,16.87,,13.5,8.1,7.45,0.17,,0.15,2.49,2.24,4.19999,,-0.38,9.94,8.91,3.54,0.53,,,,31.52
SRZ,0.54,-2.81,-5.74,-26.32,30.1,,,-8.81,1312.21,450.54,1.77,-0.02,,0,11.411,-23.39,40.70999,,4.78,10.58,5.96,57.8,-0.49,0,0,100,344.49
SSBI,0.91,0.58,3.14,4.68,13.71,,18.23,-3.37,20.6,13.75,9.98,0.11,0,0.36,2.081,2.22,3.53999,-11.11,0.58,6.93,6.0144,4.74,0.33,100,0,0,28.54
SSBXQ,,,,,,,,,,,,,,0,,,,,2.69,0.02,0.002,15.14,,,,,0.03
SSD,7.01,6.07,6.71,6.77,19.77,1.63,28.75,-9.24,603.45,6.13,15.75,0.08,4.3887,0.47499,74.21199,50.9,101.37999,-14.89,1.34,34.88,30.47,48.31,1.06,66.67,16.67,16.67,1471.88
SSDOY,1.98,2.62,3.87,6.05,10.02,,40.4,2.04,8048.41,2173.8601,9.4,,,0,693.17102,153.52,786.90997,,0.43,19.69,17.37,400,0.43,,,,6948
SSE,1.03,-1.76,-19.1,-20.78,,,,-5.8,7.71,1.15999,4.28,-0.35,,0,-2.48001,-2.73001,-2.31,,0.4,4.53,1.76,2.73,-0.79,,,,4.81
SSEZY,0.97,,,,8.84,1.25,,,44088.02,8028.7998,7.91,,-0.51046,0.7914,2225.77587,1395.88,3390.37011,,0.59,23.35,21.32,937.86,,50,0,50,19995.26
SSFC,,,,,,,,,,,,,-23.782,0.11999,,,,,0.57,6.15,5.66,2.95,,,,,16.73
SSFN,0.77,0.1,0.72,1.59,11.12,,166.67,-0.33,36.73,39.90999,7.28,0.02,-12.40901,0.2,2.644,0.68,4.32,-43.03,0.4,7.16,5,5.88,0.03,,,,29.41
SSGI,,,,,,,,,,,,,,0,,,,,-0.26,0.02,0.001,38.11,,,,,0.04
SSI,2.15,3.91,6.52,7.27,4.75,0.94,15.05,-1.45,1511.92,35.72,13.56,0.02,12.99499,0.33,93.56999,30.95999,113.69999,-7.78,1.7,19.69,14.6,30.53,0.97,66.67,0,33.33,445.78
SSIE,0.62,-2.68,-6.33,-6.35,,,,,15.08,0,0.36,-0.01,,0,-0.19,-0.15001,0.33,,-0.12,4.1,1.85,30.01,,100,0,0,55.51
SSL,,,,,9.89,4.16,,,19673.69,2052.8999,,0.15,14.97599,2.28559,2734.00708,2891.45996,4206.47998,,1.4,57.82,45.13,599.09,,0,100,0,27036.79
SSMH,,,,,,,,,,,,,,0,,,,,0.3,0.1,0.002,2.61,,,,,0.01
SSN,7.67,,,,3.41,,,,6.34,0.02999,0.83,8.54,,0,51.436,54.13999,67.02999,,1.36,3.5,2.03,87.93,,,,,178.5
SSNC,1.13,5.99,6.67,7.88,14.59,1.7,24.42,,370.83,100,12.89,0.14,,0,119.661,51.02,135.36999,,0.29,23.64,22.95,77.89,0.94,37.5,0,62.5,1787.48
SSP,2.6,-1.04,-1.42,-1.55,12.73,,,-28.86,728.66,196.1,9.45,-0.02,,0,40.70899,-15.53,25.02,-59.61,2.46,9.99,9.47,54.36,-0.15,0,0,100,514.82
SSREY,1.37,1.18,6.1,9.82,,,,,28083,16541,86.09,0.09,,0,,2626,,,0.2,65.1,61.12,370.71,,0,50,50,22657.61
SSRI,6.14,6.47,7.25,8.15,11.52,,13.99,,147.85,125.30999,12.2,0.54,,0,96.958,80.12,145.74,,1.47,35.06,13.85,80.75,0.99,33.33,0,66.67,1118.32
SSRX,15.55,8.61,9.05,9.05,17.5,0.68,17.43,35.22,86.05,0,9.21,0.2,,0,16.033,17.18,17.81999,9.18,1.78,19.99,13.07,21.47,0.75,0,0,100,280.67
SSS,0.34,2.49,2.57,4.95,19.67,1.55,17.86,1.52,211.15,625.41998,23.53,0.14,-9.4403,1.79999,69.27999,30.59,108.16,-8.31,1.08,50.73,48.93,28.97,2.74,70,0,30,1417.4
SSTRF,,,,,,,,,,,,,,0,,,,,2.24,0.02,0.0032,20.2,,,,,0.06
SSUR,,,,,,,,,,,,,,0,,,,,2.89,0.69,0.0303,3.96,,,,,0.12
SSVC,,,,,,,,,,,,,,0,,,,,2.12,0.02,0.0004,19.91,,,,,0.01
SSW,2.74,2.9,3.76,11.79,4.27,1.83,14.75,34.39,564.73,2914.23999,17,-0.15,-26.005,0.6875,267.177,-83.40001,111.20999,-2,1.1,19.61,16.37,62.9,1.11,57.14,14.29,28.57,1029.59
SSY,1.41,-5.59,-9.37,-14.45,2.54,,,6.98,181.16,29.62999,3.38,-0.06,,0,3.82999,-10.71001,-2.49001,-0.57,1.38,2.65,1.2,9.45,-0.59,,,,11.34
SSYS,3.2,10.01,11.97,11.97,23.12,1.72,35.81,3.84,155.89,0,8.65,0.13,,0,31.52799,20.62,41.68999,1.18,1.56,55.43,34.38,21.29,0.96,100,0,0,731.85
ST,2.12,10.08,12.18,34.41,12.38,0.78,16.55,,1826.94,1821.95996,5.93,0,,0,459.04901,6.46999,369.47,,0.45,39.25,32.27,176.46,1.95,44.44,0,55.56,5694.2
STAA,2.76,5.6,8.93,9.33,82.51,,182.33,-0.6,62.76,1.12,0.82,0.02,,0,4.78599,1.34,5.48,,1.12,11.5,10.94,36.2,0.06,25,0,75,396.04
STAG,1.89,-1.31,-1.37,-3.42,13.22,2.5,13.82,,53.11,296.76998,15.15,-0.18,,0.77999,15.92,-9.45,32.15,,0.12,14.1,13.23,15.99,0.96,66.67,0,33.33,211.52
STAN,1.02,7.64,14.56,42.42,11.26,1.14,15.93,3.9,729.66,81.25,3.18,0.02,,0,26.927,17.89999,41.5,5.87,0.55,20.81,19.43,15.62,1.22,0,0,100,303.44
STB,1.82,-1.24,-1.58,-3.76,,,,,305.3,156.17999,2.19,0.01,,0.09685,41.06999,1.58,55.59999,,0.02,7.41,6.91,75.23,-0.09,50,0,50,519.81
STBA,0.97,1.16,6.86,9.71,10.74,2.51,14.75,-3.34,209.26,122.48999,17.45,0.23,-18.62001,0.6,54.77399,47.25999,74.16999,-16.97,0.6,23.11,20.94,28.82,1.42,83.33,0,16.67,603.58
STBI,1.19,0,0.02,0.06,16.03,,,,21.44,53,9.95,,-48.412,0.02999,0.915,-0.7,1.2,,0.42,9,6,2.44,0,,,,14.66
STBV,,,,,,,,,,,,,,0,,,,,-7.51,0.2,0.06,,,,,,0
STBZ,0.95,1.58,11.26,11.26,,1.27,13.18,,208.37,0,12.57,0.21,,0,-81.354,43,-57.56001,,0.16,18,17.4,31.72,1.32,0,0,100,551.95
STC,2.79,1.02,2.17,2.52,6.85,,28.45,-6.64,1634.91,76.23,24.01,0,-51.203,0.05,40.888,2.33999,42.81,,1.07,14.71,14.51,19.33,0.51,100,0,0,280.45
STD,1.2,0.62,3.37,9.58,4.15,0.46,5.32,,100002.17,256115.0156,13.13,,1.4068,0.68971,13440.46875,7050.47802,39498.98046,,1.71,12.48,6.7,8909.04,1.26,20,40,40,59690.59
STE,2.14,9.07,12.67,16.04,9.76,10.88,14.3,1.84,1207.45,210,13.46,,31.172,0.66,186.031,51.25999,140.19,13.1,0.75,36.72,30.61,57.64,2.14,66.67,0,33.33,1764.36
STEC,13.19,6.89,7.62,7.62,10.46,,18.6,8.28,308.06,0,6.74,0.08,,0,38.43,25.1,38.41999,30.4,1.54,21.7,8.74,46.14,0.47,55.56,22.22,22.22,403.23
STEI,2.17,1.52,4.42,7.69,8.91,1.57,17.11,-1.12,512.66,317.82,4.87,0.08,8.1639,0.12999,62.005,38.54999,111.69,-3.17,1.67,8.31,6.16,86.82,0.36,20,0,80,534.82
STEL,0.9,0.53,2.97,3.78,10.2,2.79,19.25,6.62,155.42,92.98999,18,0.1,-31.414,0.15999,25.61499,15.88,33.52999,-29.05,0.85,14.3,11.36,23.08,0.59,75,0,25,262.2
STEM,3.08,-83.98,-141.16,-144.83,,,,-25.88,1.22,0.33,0.75,-17.46,,0,-19.473,-21.32,-20.05,,0.25,9.2,0.94,23.3,-1.55,0,50,50,21.9
STEN,,,,,,,,,,,,,,0,,,,,-1.72,0.1,0.025,2.53,,,,,0.06
STFC,0.24,-0.95,-3.2,-3.71,,0.97,,7.12,1553.7,116.4,18.83,-0.09,2.344,0.6,-165.5,-146.80001,-96.90001,-47.83,0.88,17.91,13.12,40.38,-0.67,40,20,40,529.75
STI,0.94,0.46,2.43,4.09,7.99,1.04,19.05,3.44,9602,10908,36.85,0.07,-62.53301,0.11999,1562,647,1991,-32.63,1.45,29.6,23.24,539.26,1.22,42.31,11.54,46.15,12532.47
STJ,3.19,11.92,14.84,23.5,8.98,1.1,11.92,10.84,5611.7,2713.27001,14.03,0.15,,0.83999,1394.09594,825.78997,1338.86999,16.42,0.77,54.04,39.23,313.58,3.29,44.83,0,55.17,12301.82
STKL,1.35,2.78,5.03,5.55,9.07,,19.54,7.41,1082.08,17.05999,4.79,0.01,,0,39.66199,6.92999,47.52,12.25,1.87,7.95,5.47,65.8,0.28,20,0,80,359.9
STKR,,,,,,,,,15.19,6.55999,,,,0,-3.928,-2.649,,,1.92,0.2,0.09,44.6,,,,,4.01
STKTQ,,,,,,,,,,,,,,0,,,,,4.75,0,0.0003,27.61,,,,,0.01
STL,0.78,0.7,4.61,8.01,9.77,2.23,18.16,-2.51,141.12,148.5,7.14,0.12,-19.94701,0.36,29.29599,17.59,38.02999,-26.56,0.89,10.49,9.26,30.92,0.51,100,0,0,286.37
STLD,2.23,4.69,6.07,12.34,5.89,0.86,11.06,11.88,7997.5,1936.02001,10.52,0.03,12.215,0.4,500.72,278.11999,823.88,-21.76,1.82,18.83,13.49,219.04,1.22,46.67,0,53.33,2954.78
STLY,3.8,-10.4,-15.06,-15.06,,,,-21.16,104.65,0,3.98,-0.05,,0,-6.942,-5.02,-1.03,,0.97,5.83,4.55,14.52,-0.6,33.33,0,66.67,66.07
STM,2.17,2.81,3.94,4.58,3.72,,16.95,0.63,9735,826,9.04,0.07,9.58899,0.3145,1652,650,1640,-7.35,1.77,12.43,6.95,884.99,0.41,66.67,0,33.33,6150.71
STMP,5.15,34.44,41.28,41.28,15.28,1.33,16.45,1.89,101.58,0,6.26,0.26,,0,27.145,26.26,18.67,10.87,1.12,32.87,27.63,16.32,1.68,33.33,0,66.67,450.92
STN,1.62,7.17,10.63,14.78,9.32,0.96,14.21,16.96,1382.81,239.44,13.95,0.01,,0,149.85899,12.81,106.98,11.76,1.44,32.6,30.69,45.54,2.16,45.45,0,54.55,1397.53
STNG,3.37,-3.43,-3.58,-5.35,79.6,,,,82.11,142.66999,7.48,-1.01,,0,3.32399,-82.72001,-56.22001,,0.34,11.77,6.9,38.35,-0.54,0,0,100,264.58
STNR,1.04,10.86,15.53,17.44,10.44,1.02,13.78,6.14,701.63,148.5,21.5,0.07,,0,68.37599,50.93,76.16999,5.08,1.29,51.58,47.67,15.26,3.46,50,0,50,727.59
STNX,,,,,,,,,,,,,,0,,,,,0,0,0.0001,25.99,,,,,0
STO,1.16,13.01,25.5,35.65,2.03,2.27,4.97,4.72,116611.65,19956.03906,15.99,0.12,12.30099,0.97413,40482.89843,14025.5996,47416.14843,3.48,1.16,29.31,25.72,3188.65,5.17,33.33,16.67,50,82012
STOA,0.02,,,,,,,,1.19,0.34999,-0.02,,,0,-4.99,-5.77,-4.44001,,2.67,0.76,0.125,26.24,,100,0,0,3.28
STON,2.76,-0.3,-0.97,-1.8,101.27,,,11.52,228.39,193.83,9.31,-0.04,3.1839,2.32999,4.649,-9.71001,13.98999,-22.44,0.78,29.4,24.31,19.37,-0.19,33.33,0,66.67,470.86
STP,0.81,-4.55,-10.34,-15.48,,,,30.22,3146.6,742.09997,5.35,-0.32,,0,-17.20001,-1006.20002,-622.09998,-17.17,3.05,9.34,2.73,180.16,-1.33,61.11,38.89,0,491.85
STR,0.59,6.23,10.4,19.24,8.9,2.64,16.43,-17.81,1194.4,993,5.81,0.17,6.53989,0.62,377.29998,207.89999,550.5,-20.27,0.7,20.14,18.9,177.93,1.15,75,12.5,12.5,3362.92
STRA,1.23,46.6,77.1,214.55,8.24,1.15,10.03,22.43,627.43,90,3.52,0.17,33.248,4,129.12399,106.04,202.36999,24.11,0.65,145.3,88.59,11.86,8.83,66.67,8.33,25,1051.03
STRB,,,,,,,,,,,,,,0,,,,,-2.64,0.9,0.15,14.71,,,,,2.21
STRC,1.77,-2.5,-3.78,-4.15,3.4,,,2.79,107.58,3.55999,5.84,-0.01,,0,7.263,-1.57001,7.94999,,1.53,5.08,3.8,6.5,-0.25,,,,24.71
STRI,5.3,4.86,6.17,8.21,1.51,1.04,5.87,13.17,232.43,0,7.94,-0.01,,0,111.87799,-1.3,52.77999,,0.95,16.73,4.05,41.62,0.69,57.14,14.29,28.57,168.55
STRL,2.37,2.63,3.53,3.9,6.28,4.14,14.18,13.14,501.16,0.25999,13.16,-0.07,,0,23.21999,-35.90001,-33.16,-5.51,0.79,16.37,8.93,16.32,0.63,60,0,40,145.76
STRM,0.76,-3.57,-6.53,-7.91,8.92,,,3.61,17.61,1.2,0.72,,,0,1.921,-2.95001,1.45,,0.65,2.14,1.75,10.05,-0.06,,,,17.59
STRN,7.52,6.55,7.99,7.99,14.83,,17.66,4.86,20.22,0,4.27,0.08,,0,1.781,1.51999,2.49,3.06,0.87,7.93,5.65,4.7,0.32,0,0,100,26.58
STRS,0.41,-1.25,-1.36,-2.46,21.25,,,-9.64,137.03,158.44999,29.23,-0.08,,0,3,-10.38001,10.64999,,1.53,14.85,8.56,7.45,,,,,63.75
STRT,1.9,4.51,7.66,7.66,5.47,,10.81,12.2,260.93,0,27.72,0.03,,0,13.112,7.59,16.90999,-10.94,1.04,32.03,21.83,3.3,2.02,100,0,0,72.1
STRZQ,,,,,1.36,,,,77.99,13.39999,,,,0,1.09,-2.03,0.83999,,0.78,1.59,0.46,3.21,,,,,1.48
STS,2.06,3.01,5.52,6.49,5.98,,14.09,-5.82,300.81,15.69999,3.73,0,,0,7.683,0.68,7.65,,1.33,3.49,3.1,15.19,0.22,,,,47.07
STSA,0.8,0.42,2.64,4.71,14.5,2.67,30.38,-9.52,530.62,650.89001,14.18,0.07,,0,81.78299,39.13,131.24,,2.22,21.81,19.14,62.02,0.63,25,0,75,1187.12
STT,0.43,0.97,6.76,10.07,9.39,1.14,11.43,4.49,9594,8131,38.41,0.2,-17.17001,0.72,2270,1920,3309,-4.57,1.39,47.47,43.32,487.85,3.79,30.43,4.35,65.22,21133.62
STTFY,,,,,15.1,,,,510.09,0,,,98.46499,0.48157,145.16499,38.02999,142.75,,0.37,10.98,10.31,205.99,,,,,2123.77
